价格,面积,编号,户型,楼层,朝向,位置1,位置2,小区,地铁
1200,12,43412-A,3室1卫,26/32层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1090,10,144031-B,4室1卫,10/27层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1080,15,67526-E,5室1卫,6/18层,北,洪山区,洪山区政府,丽岛花园,地铁：距8号线洪山区政府站250米
1250,14,30754-C,3室1卫,27/31层,南,武昌区,东亭,金沙泊岸,地铁：距4号线东亭站700米
1000,13,37584-A,4室1卫,21/32层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1150,10,56670-A,3室1卫,29/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1050,13,63585-B,3室1卫,35/42层,南,硚口区,汉西一路,洺悦府,地铁：距1号线汉西一路站500米
1120,11,23893-B,4室1卫,18/22层,南,江汉区,香港路,华氏儒商花园,"地铁：距3号线,6号线,7号线香港路站150米"
1030,10,157062-A,3室1卫,20/33层,南,汉阳区,马鹦路,世茂锦绣长江四期,地铁：距6号线马鹦路站250米
1210,12,45032-A,3室1卫,11/33层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1320,12,53674-B,3室1卫,11/28层,北,武昌区,宝通寺,未来公馆,地铁：距2号线街道口站750米
1070,11,129442-C,4室1卫,6/33层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1120,10,22749-A,3室1卫,5/24层,南,江夏区,佛祖岭,万科魅力之城南区,地铁：距2号线佛祖岭站800米
1190,11,70412-B,3室1卫,28/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1120,13,129908-A,3室1卫,15/28层,南,硚口区,古田四路,香港映象,地铁：距1号线古田四路站200米
1070,12,33078-C,4室1卫,8/57层,南,汉阳区,马鹦路,世贸锦绣长江5期,地铁：距6号线马鹦路站400米
980,8,33367-C,4室1卫,9/12层,南,洪山区,光谷大道,华乐花园,地铁：距2号线光谷大道站150米
1080,11,75586-A,3室1卫,33/46层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1100,14,70431-B,3室1卫,10/32层,南,武昌区,徐东,徐东馨苑,地铁：距8号线徐东站700米
1090,7,52652-A,4室1卫,7/18层,北,洪山区,关山大道,光谷新世界,地铁：距11号线关山大道站650米
1290,12,73212-C,3室1卫,10/11层,南,江夏区,秀湖,谷尚居,地铁：距2号线秀湖站1200米
1420,19,13859-B,3室1卫,21/33层,南,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
1060,11,129967-B,4室1卫,14/32层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1350,14,157241-A,5室1卫,28/32层,南,武昌区,小龟山,星海虹城2期,"地铁：距2号线,12号线小龟山站250米"
1220,14,17115-C,3室1卫,3/32层,南,武昌区,湖北大学,水岸国际峯岚天下,地铁：距7号线湖北大学站600米
1220,14,75770-A,3室1卫,22/31层,南,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1000,13,75871-C,4室1卫,28/31层,南,汉阳区,玉龙路,王家湾中央生活区,地铁：距4号线玉龙路站400米
1210,11,66727-A,3室1卫,6/34层,南,江夏区,佛祖岭,金地艺境,地铁：距2号线佛祖岭站800米
1000,7,75984-D,5室1卫,31/33层,西,洪山区,光谷广场,光谷中心花园,"地铁：距2号线,11号线光谷广场站250米"
1110,12,152722-B,3室1卫,27/32层,南,江夏区,佛祖岭,水晶郦都,地铁：距2号线佛祖岭站700米
1420,24,17768-A,3室1卫,2/6层,南,洪山区,光谷软件园,江南家园,地铁：距11号线关山大道站2250米
1020,12,66025-B,3室1卫,8/33层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1340,13,52287-B,3室1卫,24/30层,北,武昌区,宝通寺,未来公馆,地铁：距2号线街道口站750米
1060,10,34849-D,4室1卫,2/34层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1120,11,58344-B,4室1卫,25/39层,南,江汉区,汉口火车站,万科汉口传奇悦庭,地铁：距2号线汉口火车站站700米
1130,10,143551-B,4室1卫,27/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1160,9,55028-B,4室1卫,21/34层,北,洪山区,关山大道,保利茉莉公馆,地铁：距11号线关山大道站500米
1120,14,59143-A,3室1卫,13/18层,南,武昌区,汪家墩,盛世徐东,"地铁：距8号线,12号线汪家墩站350米"
1080,12,69607-B,3室1卫,8/22层,南,江汉区,石桥(武汉),新华家园一期区,地铁：距6号线石桥站450米
1120,13,73557-A,3室1卫,3/32层,南,江夏区,湖口,万科嘉园光谷的光,地铁：距11号线湖口站1100米
1830,21,147092-C,4室1卫,7/11层,南,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1130,12,45059-A,3室1卫,10/30层,南,江夏区,佛祖岭,当代国际城,地铁：距2号线佛祖岭站300米
1520,17,56617-B,4室1卫,2/7层,南,武昌区,宝通寺,竹苑小区,地铁：距2号线宝通寺站600米
1070,10,75677-A,4室1卫,12/34层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1460,22,145187-B,4室1卫,12/33层,南,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1440,18,148886-D,4室1卫,29/32层,北,洪山区,光谷广场,健龙尚谷杰座一期,"地铁：距2号线,11号线光谷广场站650米"
1000,11,71070-A,4室1卫,38/46层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1150,16,76192-B,3室1卫,5/8层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1110,11,129438-C,4室1卫,4/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1120,8,156953-C,3室1卫,9/33层,西,洪山区,光谷广场,金地中心城,地铁：距2号线杨家湾站1250米
1750,22,116520-B,4室1卫,6/11层,南,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1110,11,136017-B,4室1卫,7/46层,南,硚口区,宗关,中建御景星城,"地铁：距1号线,3号线宗关站750米"
1050,12,74559-A,4室1卫,4/11层,南,武昌区,徐东,武铁佳苑,地铁：距8号线徐东站750米
1370,15,17912-A,4室1卫,26/34层,南,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1480,17,64004-D,4室1卫,19/29层,南,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1220,12,141743-D,4室1卫,4/12层,东南,洪山区,光谷大道,金梭花园,地铁：距2号线光谷大道站650米
1130,13,15769-D,4室1卫,6/8层,南,武昌区,小洪山,新南方小区,地铁：距8号线小洪山站300米
1280,13,64100-A,4室1卫,11/18层,南,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
1320,22,156627-B,4室1卫,5/6层,南,武昌区,中央花园,风华天城-桃花林,地铁：距12号线中央花园站700米
1260,13,19068-A,3室1卫,21/24层,南,武昌区,丁字桥路,静安上城,地铁：距11号线丁字桥路站750米
1190,20,70791-A,3室1卫,5/6层,南,武昌区,中央花园,景虹花园,地铁：距12号线中央花园站500米
1110,17,20882-C,4室1卫,10/12层,西南,洪山区,虎泉,绿汀雅境,地铁：距2号线杨家湾站1050米
1250,9,137075-A,3室1卫,7/34层,西南,武昌区,丁字桥路,百瑞景中央生活区-四期,地铁：距11号线丁字桥路站600米
1130,16,65048-B,4室2卫,2/8层,西北,洪山区,光谷广场,华乐山庄,"地铁：距2号线,11号线光谷广场站650米"
1020,12,24700-A,3室1卫,3/7层,北,武昌区,丁字桥路,涂家岭一村,地铁：距11号线丁字桥路站150米
1110,17,33572-A,3室1卫,4/15层,南,武昌区,汪家墩,鹏程花园,"地铁：距8号线,12号线汪家墩站400米"
980,12,129705-A,3室1卫,5/7层,北,武昌区,瑞安街,江宏花园C区,地铁：距7号线瑞安街站250米
1310,24,138736-A,4室1卫,11/18层,东南,洪山区,虎泉,学雅芳邻,"地铁：距2号线,11号线虎泉站800米"
1180,17,72570-B,3室1卫,4/33层,南,江汉区,唐家墩,顶琇晶城,地铁：距6号线唐家墩站200米
970,9,53606-C,3室1卫,4/18层,南,武昌区,瑞安街,027社区,地铁：距7号线瑞安街站550米
1000,10,41785-A,4室1卫,2/11层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1160,12,149668-C,3室1卫,14/33层,南,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1160,9,24496-B,4室1卫,32/34层,北,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1170,9,75038-A,3室1卫,6/11层,东,洪山区,光谷软件园,中建康城,地铁：距2号线金融港北站1600米
990,11,67886-A,4室1卫,2/12层,东北,洪山区,虎泉,绿汀雅境,地铁：距2号线杨家湾站1050米
1070,15,34843-C,3室1卫,6/34层,南,江夏区,湖口,万科嘉园光谷的光,地铁：距11号线湖口站1100米
1070,10,75345-D,4室1卫,3/33层,北,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
990,10,135377-C,4室1卫,4/27层,南,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
1120,14,137649-D,4室1卫,3/7层,北,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1020,10,64020-A,4室1卫,2/32层,北,洪山区,光谷广场,金地天悦,地铁：距2号线杨家湾站1450米
1020,11,116650-D,4室1卫,2/33层,南,江夏区,湖口,国创光谷上城,地铁：距11号线湖口站200米
980,11,48616-A,4室1卫,5/7层,北,洪山区,关山大道,当代曙光嘉园,地铁：距11号线关山大道站1400米
1210,19,22300-D,4室1卫,13/28层,南,武昌区,秦园路,水岸星城,地铁：距12号线秦园路站400米
1240,11,77944-A,4室1卫,2/6层,北,江夏区,金融港北,当代国际花园二期,地铁：距2号线金融港北站250米
1170,10,119420-A,3室1卫,16/18层,南,江夏区,佛祖岭,万科魅力之城北区,地铁：距2号线佛祖岭站1150米
1240,9,69044-A,2室1卫,20/28层,南,武昌区,十五中,中南龙庭,地铁：距12号线十五中站650米
1020,13,53851-D,4室1卫,4/7层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1210,16,67589-A,3室1卫,7/52层,南,武昌区,湖北大学,福星惠誉水岸国际澜桥公馆二期,地铁：距7号线湖北大学站900米
1150,18,15128-B,3室1卫,31/33层,南,武昌区,余家头,橡树湾二期,地铁：距5号线余家头站300米
1280,18,81429-A,3室1卫,22/33层,南,江夏区,佛祖岭,平安光谷春天,地铁：距2号线佛祖岭站400米
1030,16,130777-A,4室1卫,25/27层,南,江汉区,长港路,万景橘苑,"地铁：距2号线,12号线长港路站700米"
1370,18,57809-C,4室1卫,9/18层,南,硚口区,硚口路,东辉花园,地铁：距1号线硚口路站250米
1030,13,136498-D,4室1卫,10/34层,南,洪山区,铁机路,东湖景园A区,地铁：距4号线铁机路站550米
1100,12,150097-D,4室1卫,19/33层,南,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1170,15,17716-B,4室1卫,3/6层,南,江夏区,藏龙东街,凤凰花园三期,地铁：距2号线藏龙东街站350米
1030,12,157037-C,3室1卫,11/18层,北,洪山区,光谷软件园,锦绣龙城A区,地铁：距2号线金融港北站3100米
1190,13,130274-C,4室1卫,13/29层,东,武昌区,梅苑小区,银河苑公寓,地铁：距4号线梅苑小区站550米
1180,9,21910-B,4室1卫,21/32层,北,洪山区,光谷软件园,金地格林东郡,地铁：距11号线关山大道站1450米
1290,15,130634-D,4室1卫,27/33层,北,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1030,11,131830-C,4室1卫,15/32层,南,洪山区,铁机路,东湖景园A区,地铁：距4号线铁机路站550米
1150,15,53423-A,4室1卫,1/11层,南,武昌区,岳家嘴,天梨花园,地铁：距4号线岳家嘴站650米
1150,15,68738-A,3室1卫,5/22层,南,江夏区,佛祖岭,藏龙锦东,地铁：距2号线藏龙东街站1500米
1100,15,136928-B,4室1卫,2/32层,南,武昌区,秦园路,兴华嘉天下,地铁：距12号线秦园路站550米
1180,8,20593-A,3室1卫,24/32层,东,洪山区,光谷软件园,清江山水,地铁：距2号线金融港北站2300米
1020,14,21627-C,4室1卫,25/29层,北,武昌区,丁字桥路,弘业俊园,地铁：距11号线丁字桥路站200米
1250,22,68671-A,5室1卫,6/12层,东北,洪山区,佳园路,学府佳园,地铁：距2号线佳园路站400米
1200,15,153707-A,3室1卫,14/18层,南,汉阳区,七里庙,七里香苑,地铁：距4号线七里庙站200米
1410,16,20841-C,3室1卫,2/18层,南,武昌区,螃蟹岬,友谊国际沙湖苑,"地铁：距2号线,7号线螃蟹岬站550米"
1170,17,44092-D,4室1卫,8/32层,南,汉阳区,王家湾(武汉),阳光城十里新城,"地铁：距3号线,4号线王家湾站550米"
1110,13,145385-B,4室1卫,2/6层,北,洪山区,光谷广场,华乐苑,"地铁：距2号线,11号线光谷广场站650米"
1030,16,70935-A,4室1卫,1/11层,南,洪山区,罗家港,东湖庭园,地铁：距4号线罗家港站700米
1310,17,44792-A,4室1卫,9/32层,南,江夏区,湖口,万科嘉园光谷的光,地铁：距11号线湖口站1100米
1260,15,44650-A,4室1卫,3/25层,南,武昌区,东亭,水云居,地铁：距4号线东亭站300米
1220,17,44965-C,3室1卫,3/6层,南,武昌区,岳家嘴,纺织设计院宿舍,地铁：距4号线岳家嘴站400米
1220,15,129409-D,4室1卫,5/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1250,15,129444-A,4室1卫,11/35层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1460,17,150029-B,3室1卫,10/32层,南,武昌区,汪家墩,福星惠誉国际城一期,"地铁：距8号线,12号线汪家墩站450米"
1330,16,118355-A,4室1卫,8/32层,南,江岸区,三阳路,三阳广场,"地铁：近1号线,7号线三阳路"
1360,11,130848-A,2室1卫,12/33层,南,武昌区,东亭,中北春天,地铁：距4号线东亭站400米
1180,15,131872-D,4室1卫,16/34层,南,江夏区,佛祖岭,旭辉御府,地铁：距2号线佛祖岭站1800米
1040,9,66506-C,3室1卫,7/32层,南,武昌区,小东门,金涛铭座,地铁：距7号线小东门站700米
1080,15,76299-A,4室1卫,25/46层,南,江岸区,罗家庄,金岛御璟世家2期,地铁：距4号线罗家港站7500米
940,10,143908-D,4室1卫,4/7层,北,洪山区,虎泉,桂子花园一期,"地铁：距2号线,11号线虎泉站900米"
1260,17,53259-A,3室1卫,3/24层,南,江汉区,三眼桥,穗丰花园二期,地铁：距6号线三眼桥站100米
1740,18,44140-B,4室1卫,14/30层,南,洪山区,光谷软件园,联想江城雅居,"地铁：距2号线,11号线光谷广场站3200米"
1280,10,63144-B,4室1卫,9/18层,北,江夏区,金融港北,当代国际花园三期,地铁：距2号线金融港北站500米
920,8,74423-C,4室1卫,18/24层,南,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
1330,15,77474-B,3室1卫,5/6层,南,江夏区,黄龙山路,城市之光(洪山区),地铁：距2号线黄龙山路站800米
1130,9,131193-C,4室1卫,6/42层,西,洪山区,关山大道,保利时代,地铁：距11号线关山大道站750米
1080,8,65378-B,2室1卫,12/29层,南,武昌区,丁字桥路,雄楚春天,地铁：距11号线丁字桥路站550米
1350,17,130716-B,3室1卫,12/34层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1180,16,153708-C,4室1卫,4/27层,南,江夏区,藏龙东街,三和光谷道,地铁：距2号线藏龙东街站300米
1260,17,65826-C,3室1卫,29/53层,南,武昌区,秦园路,水岸星城,地铁：距12号线秦园路站400米
1200,14,76608-D,5室1卫,4/18层,北,江夏区,秀湖,万科红郡,地铁：距2号线秀湖站1150米
1240,18,118920-C,3室1卫,10/48层,南,汉阳区,龙阳村,汉阳人信汇四期天誉,地铁：距3号线龙阳村站450米
1380,17,149389-C,3室1卫,9/26层,南,江夏区,佛祖岭,万科魅力之城南区,地铁：距2号线佛祖岭站800米
1080,18,152584-B,3室1卫,7/11层,西南,洪山区,文昌路,大华南湖公园世家二期,地铁：距8号线文昌路站550米
1510,23,131338-A,4室1卫,6/40层,南,洪山区,华中科技大学,琨瑜府,地铁：距2号线华中科技大学站450米
1270,18,15381-A,4室1卫,9/28层,南,洪山区,仁和路,金地自在城,地铁：距4号线仁和路站300米
1300,22,130075-A,4室1卫,5/11层,南,江夏区,光谷火车站,光谷陆景苑,"地铁：距11号线,2号线光谷火车站站1100米"
1250,11,149668-A,3室1卫,14/33层,南,洪山区,杨家湾,金地天悦睿府,地铁：距2号线杨家湾站1250米
1130,14,59590-C,4室1卫,3/7层,南,洪山区,光谷广场,紫菘花园,"地铁：距2号线,11号线光谷广场站650米"
1070,10,139556-B,4室1卫,10/18层,北,洪山区,关山大道,保利花园,地铁：距11号线关山大道站300米
1170,12,134609-C,4室1卫,4/11层,南,洪山区,光谷软件园,江南家园,地铁：距11号线关山大道站2250米
